name,restaurant,category,calories,carbs,fat
Lite Chocolate Mousse,FATZ,Desserts,381,94,6
"Lite FATZ Famous Fish Sandwich, Blackened",FATZ,Entrees,497,55,16
"Lite FATZ Famous Fish Sandwich, Key West Style",FATZ,Entrees,486,53,16
Lite Grilled Chicken Salad,FATZ,Salads,508,18,23
Lite Grilled Chopped Steak with Steamed Broccoli,FATZ,Entrees,518,16,29
"Lite Grilled Salmon with Corn, Tomato & Avocado Relish",FATZ,Entrees,488,18,27
Lite Grilled Shrimp and Veggie Harpoons,FATZ,Entrees,454,59,4
Lite Grilled Top Sirloin with Broccoli,FATZ,Entrees,526,16,32
Lite Key West Basa,FATZ,Entrees,466,59,12
Lite Shrimp Skewer,FATZ,Appetizers,125,7,2
Lite Side Veggie Skewers (2 skewers),FATZ,Sides,33,6,0
Loaded Baked Potato,FATZ,Sides,458,69,15
Loaded Potato Soup Bowl,FATZ,Soups,178,21,9
Loaded Potato Soup Cup,FATZ,Soups,96,11,5
Lunch 1/2 Calabash Wrap,FATZ,Sandwiches,398,45,16
Lunch Calabash Chicken,FATZ,Chicken,505,59,10
Lunch Calabash Combo,FATZ,Entrees,1119,110,49
Lunch Fish and Chips,FATZ,Entrees,792,81,38
Lunch Grilled Cheese Sandwich,FATZ,Sandwiches,429,35,23
Lunch Grilled Shrimp and Veggie Harpoons,FATZ,Entrees,334,54,2
Lunch Half Calabash BLT,FATZ,Sandwiches,662,46,43
Lunch Half Club,FATZ,Sandwiches,674,29,53
Lunch Lite Grilled Chicken Salad,FATZ,Entrees,255,12,11
Lunch1/2 Popcorn Shrimp Wrap,FATZ,Sandwiches,326,33,15
Old Fashioned Cheeseburger,FATZ,Burgers,1049,46,70
Parmesan Encrusted Basa,FATZ,Seafood,834,74,42
Parmesan Encrusted Chicken Pasta,FATZ,Entrees,1518,130,71
Peanut Butter Pie,FATZ,Desserts,974,81,65
"Pint of Cinnamon Apples, Plating (8 ounces)",FATZ,Desserts,159,39,0
Pint of Garden Blend Rice (8 ounces),FATZ,Sides,280,61,0
Pint of Pasta Salad (16 ounces),FATZ,Sides,879,123,30
Pint of Pasta Salad (8 ounces),FATZ,Sides,440,62,15
Pint of Sweet Vidalia Coleslaw (8 ounces),FATZ,Sides,309,21,24
Popcorn Shrimp Salad,FATZ,Salads,539,26,28
Popcorn Shrimp Wrap,FATZ,Sandwiches,649,61,29
Popcorn Shrimp Wrap,FATZ,Sandwiches,649,61,29
Poppy Seed Rolls (1 roll),FATZ,Sides,100,16,3
Poppyseed Bread Pudding,FATZ,Desserts,681,75,33
Poppyseed Rolls (1 roll),FATZ,Sides,100,16,3
Pot Roast,FATZ,Entrees,935,63,57
"Premium Grilled Pork Chops, BBQ",FATZ,Entrees,876,26,52
"Premium Grilled Pork Chops, Blackened",FATZ,Entrees,805,5,53
"Premium Grilled Pork Chops, Grilled",FATZ,Entrees,783,1,52
"Quart of Cinnamon Apples, Plating (16 ounces)",FATZ,Desserts,318,77,0
Quart of Garden Blend Rice (16 ounces),FATZ,Sides,560,122,0
Quart of Sweet Vidalia Onion Coleslaw (16 ounces),FATZ,Sides,618,42,48
Red Skinned Mashed Potatoes,FATZ,Sides,303,33,16
Rib Tray (per serving),FATZ,Entrees,342,17,23
"Ribs, Shrimp and Chicken Trio",FATZ,Entrees,838,67,35
Salad for Classic Soup and Salad,FATZ,Entrees,52,8,1
Sauteed Spinach,FATZ,Sides,211,3,21
Seabreeze Spinach Salad,FATZ,Salads,382,28,24
Seabreeze Spinach Salad with Grilled Aloha Chicken,FATZ,Salads,563,33,26
Seasoned Potato Wedge Tray (per wedge),FATZ,Sides,125,18,5
Shrimp Po Boy,FATZ,Sandwiches,1188,101,72
Side Caesar Salad,FATZ,Salads,79,10,2
Side House Salad,FATZ,Salads,210,11,13
Side Veggie Salad,FATZ,Salads,43,8,0
Small Brownie and Cheesecake Combo Tray,FATZ,Desserts,392,36,21
Small Brownie Tray,FATZ,Desserts,435,43,18
Small Calabash and Wings Combo Tray,FATZ,Entrees,238,16,10
Small Salad Tray,FATZ,Salads,91,3,6
Small Veggie Tray,FATZ,Sides,29,6,0
Small Wing Party Tray,FATZ,Entrees,205,0,16
Small World Famous Calabash Chicken Tray,FATZ,Chicken,269,31,5
Smoked Ham,FATZ,Sides,54,0,3
Smoked Turkey,FATZ,Sides,31,0,1
Smothered Chopped Steak,FATZ,Entrees,1328,63,86
Smothered Steak Topper,FATZ,Sides,137,11,9
Southern Gold Ribs and Calabash Chicken,FATZ,Entrees,880,90,36
Southwestern Jalapeño Burger,FATZ,Burgers,1005,39,70
Steak and Ribs,FATZ,Entrees,957,39,61
Steamed Broccoli,FATZ,Sides,51,7,1
Stone Ground Cheese Grits,FATZ,Sides,537,48,27
Strawberries and Cheesecake,FATZ,Desserts,700,64,44
Sugar Free Chocolate Mousse,FATZ,Desserts,381,94,6
Sweet Potato Fries,FATZ,Sides,425,61,19
TCs Hard Cider Sampler,FATZ,Entrees,870,58,34
The Original FATZ Sampler,FATZ,Entrees,1238,102,56
The Ultimate Chopped Chef Salad,FATZ,Salads,586,19,36
Traditional Caesar Salad,FATZ,Salads,109,13,3
Bacon,Fazoli's,Kid's Meals,140,0,10
Baked Spaghetti,Fazoli's,Entrees,640,80,22
Baked Spaghetti with Meatballs,Fazoli's,Entrees,890,86,39
"Breadstick, Dry (1 each)",Fazoli's,Sides,100,20,2
Broccoli,Fazoli's,Sides,30,4,0
Broccoli and Fire Roasted Tomatoes,Fazoli's,Sides,35,5,0
Cheese Pizza,Fazoli's,Kid's Meals,290,32,12
Cheese Stuffed Pizza Sticks,Fazoli's,Pizzas,270,35,8
Cheesy Baked Ziti,Fazoli's,Entrees,670,71,27
Cheesy Meatball Baked Spaghetti,Fazoli's,Entrees,980,86,46
Cherry Almond Chicken,Fazoli's,Salads,480,38,25
Chicken Broccoli Florentine,Fazoli's,Pizzas,500,53,19
Chicken Broccoli Penne,Fazoli's,Entrees,920,77,42
Chicken Carbonara,Fazoli's,Entrees,800,88,27
Chicken Mushroom Alfredo Bake,Fazoli's,Entrees,400,37,17
Chicken Parmigano,Fazoli's,Entrees,1000,108,39
Chicken Penne & Peppers,Fazoli's,Entrees,340,37,12
Chicken Pesto,Fazoli's,Sandwiches,920,69,60
Chicken Pesto,Fazoli's,Sandwiches,880,69,52
Chocolate Chunk Cookie,Fazoli's,Desserts,510,68,26
Chocolate Layer Cake,Fazoli's,Desserts,700,87,38
Citrus Apple & Roasted Chicken,Fazoli's,Salads,510,30,30
Classic Sampler Platter,Fazoli's,Appetizers,890,122,25
Club Italiano,Fazoli's,Sandwiches,690,58,33
Club Italiano,Fazoli's,Sandwiches,780,68,36
Country Caesar,Fazoli's,Salads,780,48,51
Croutons (Pack),Fazoli's,Sides,70,8,3
Fazoli’s Italian House,Fazoli's,Salads,600,16,45
Fazoli’s® Original,Fazoli's,Sandwiches,770,57,45
Fazoli’s® Original,Fazoli's,Sandwiches,880,70,49
Fettuccine Alfredo,Fazoli's,Kid's Meals,290,42,8
Fettuccine Alfredo,Fazoli's,Entrees,290,42,8
Fettuccine with Alfredo,Fazoli's,Entrees,800,108,26
Four Cheese Lasagna,Fazoli's,Entrees,1000,79,49
Garlic Breadstick (1 each),Fazoli's,Sides,150,20,7
Garlic Chicken Baked Spaghetti,Fazoli's,Entrees,810,83,31
Italian BLT,Fazoli's,Sandwiches,810,53,48
Italian BLT,Fazoli's,Sandwiches,810,65,42
Italian Lemon Ice – Medium,Fazoli's,Drinks,250,65,0
Italian Lemon Ice – Small,Fazoli's,Drinks,170,46,0
Italian Lemon Ice with Peach,Fazoli's,Drinks,370,97,0
Italian Lemon Ice with Strawberry,Fazoli's,Drinks,270,70,0
Italian Lemon Ice with Wildberry,Fazoli's,Drinks,340,90,0
Italian Sampler,Fazoli's,Appetizers,980,122,29
Meat Lasagna,Fazoli's,Entrees,260,21,13
Meatballs,Fazoli's,Sides,250,6,18
"Mushroom, Pepper & Onion Blend",Fazoli's,Kid's Meals,20,5,1
NY Style Cheesecake with Strawberry Topping,Fazoli's,Desserts,630,49,45
Pasta Ranch Italia,Fazoli's,Salads,770,44,50
Penne Romano,Fazoli's,Entrees,880,76,44
Penne with Creamy Basil Chicken,Fazoli's,Entrees,970,73,51
Pepperoni Classico,Fazoli's,Pizzas,300,32,13
Pepperoni Classico,Fazoli's,Entrees,300,32,13
Pepperoni Pizza,Fazoli's,Kid's Meals,300,32,13
Pepperoni Stuffed Pizza Sticks,Fazoli's,Pizzas,280,35,9
Ravioli with Alfredo,Fazoli's,Entrees,710,55,40
Ravioli with Marinara,Fazoli's,Entrees,450,56,15
Ravioli with Meat Sauce,Fazoli's,Entrees,570,58,24
Ravioli with Meat Sauce,Fazoli's,Entrees,570,70,21
Red Wine Vinaigrette,Fazoli's,Entrees,110,3,10
Roasted Chicken,Fazoli's,Entrees,70,1,2
Roasted Chicken Platter,Fazoli's,Appetizers,600,49,24
Sausage & Peppers Baked Spaghetti,Fazoli's,Entrees,820,87,0.5
Side Chopped Salad,Fazoli's,Salads,60,5,3.5
Sliced Italian Sausage,Fazoli's,Sides,200,3,16
Smoked Turkey Basil,Fazoli's,Sandwiches,750,68,37
Smoked Turkey Breast,Fazoli's,Sandwiches,650,54,35
Spaghetti or Penne Marinara,Fazoli's,Entrees,560,111,2.5
Spaghetti with Alfredo,Fazoli's,Entrees,800,108,26
Spaghetti with Marinara,Fazoli's,Entrees,220,43,1
Spaghetti with Marinara Sauce,Fazoli's,Kid's Meals,220,43,1
Spaghetti with Meat Sauce,Fazoli's,Kid's Meals,260,44,4
Spaghetti with Meat Sauce,Fazoli's,Entrees,260,44,4
Spaghetti with Meatballs,Fazoli's,Entrees,300,45,7
"Spaghetti, Fettuccine, Penne or Bowtie with Alfredo",Fazoli's,Entrees,800,108,26
"Spaghetti, Fettuccine, Penne or Bowtie with Marinara",Fazoli's,Entrees,560,111,2.5
"Spaghetti, Fettuccine, Penne or Bowtie with Meat Sauce",Fazoli's,Entrees,680,113,12
Three Cheese Baked Ravioli,Fazoli's,Entrees,340,26,19
Toasted Ravioli (Six),Fazoli's,Sides,340,54,8
Toasted Ravioli (Twelve),Fazoli's,Sides,690,108,16
Triple Cheese,Fazoli's,Pizzas,290,32,12
Triple Cheese,Fazoli's,Entrees,290,32,12
Turtle Cheesecake,Fazoli's,Desserts,590,56,37
Tuscan Chicken,Fazoli's,Pizzas,480,55,17
Twice-Baked Lasagna,Fazoli's,Entrees,700,47,39
Ultimate Meatball Smasher,Fazoli's,Sandwiches,1070,76,65
Ultimate Sampler,Fazoli's,Appetizers,1130,153,34
Vegetable Fresco,Fazoli's,Sandwiches,590,60,29
Vegetable Fresco,Fazoli's,Sandwiches,660,72,31
Whole Wheat Penne with Alfredo,Fazoli's,Entrees,800,108,26
Whole Wheat Penne with Marinara,Fazoli's,Entrees,560,111,2.5
Whole Wheat Penne with Meat Sauce,Fazoli's,Entrees,680,113,12
Bacon Burger,Five Guys Burgers and Fries,Burgers,780,39,50
Bacon Cheese Dog,Five Guys Burgers and Fries,Entrees,695,40.5,48
Bacon Cheeseburger,Five Guys Burgers and Fries,Burgers,920,40,62
Bacon Dog,Five Guys Burgers and Fries,Entrees,625,40,42
Cheese Dog,Five Guys Burgers and Fries,Entrees,615,40.5,41
Cheeseburger,Five Guys Burgers and Fries,Burgers,840,40,55
Grilled Cheese,Five Guys Burgers and Fries,Sandwiches,470,41,26
Hamburger,Five Guys Burgers and Fries,Burgers,700,39,43
Hot Dog,Five Guys Burgers and Fries,Entrees,545,40,35
Large Fries,Five Guys Burgers and Fries,French Fries,1474,184,71
Little Bacon Burger,Five Guys Burgers and Fries,Burgers,560,39,33
Little Bacon Cheeseburger,Five Guys Burgers and Fries,Burgers,630,39.5,39
Little Cheeseburger,Five Guys Burgers and Fries,Burgers,550,39.5,32
Little Hamburger,Five Guys Burgers and Fries,Burgers,480,39,26
One Serving of Fries approx half of regular order,Five Guys Burgers and Fries,French Fries,310,39,15
Regular Fries,Five Guys Burgers and Fries,French Fries,620,78,30
Veggie Sandwich,Five Guys Burgers and Fries,Sandwiches,440,60,15
Apple Pie Turnover,Golden Chick,Desserts,275,34.2,13.5
Batter Coat French Fries,Golden Chick,Sides,263,29.4,14.7
Buffalo Tender Sandwich,Golden Chick,Sandwiches,724,65.6,34.8
Chocolate Chip Cookie,Golden Chick,Desserts,180,24,10
Chunky Chicken Salad,Golden Chick,Salads,363,2.3,24.2
Chunky Chicken Salad Sandwich,Golden Chick,Sandwiches,708,54.1,35.1
Classic Potato Salad,Golden Chick,Sides,287,27.4,19.6
Coleslaw,Golden Chick,Sides,125,12.1,8.5
Corn Nuggets,Golden Chick,Sides,265,33,13.2
Corn on the Cob,Golden Chick,Sides,182,34,6
Dirty Rice,Golden Chick,Sides,200,16.2,12.5
Fresh Baked Yeast Roll,Golden Chick,Sides,176,25.9,5.7
Fresh Brewed Iced Tea Sweetened,Golden Chick,Drinks,96,24.8,0
Fresh Brewed Iced Tea Unsweetened,Golden Chick,Drinks,2,0.7,0
Fried Breaded Catfish,Golden Chick,Seafood,561,34.5,27.8
Fried Chicken Breast,Golden Chick,Chicken,521,17.5,29.1
Fried Chicken Leg,Golden Chick,Chicken,174,6.7,10
Fried Chicken Tenders,Golden Chick,Chicken,521,25.4,28.7
Fried Chicken Thigh,Golden Chick,Chicken,421,15,28
Fried Chicken Wing,Golden Chick,Chicken,150,2.9,10.4
Fried Okra,Golden Chick,Sides,292,34,15.5
Golden Roast Chicken Breast,Golden Chick,Chicken,313,1.1,12.2
Golden Roast Chicken Leg,Golden Chick,Chicken,159,0.6,9
Golden Roast Chicken Thigh,Golden Chick,Chicken,273,0.8,16.9
Golden Roast Chicken Wing,Golden Chick,Chicken,126,0.5,8.3
Golden Tender Sandwich,Golden Chick,Sandwiches,657,75.5,25.7
Green Beans,Golden Chick,Sides,31,6.1,0.7
Mac & Cheese,Golden Chick,Sides,139,20.8,4.1
Mashed Potatoes,Golden Chick,Sides,74,13.8,1.5
Minute Maid Raspberry Lemonade,Golden Chick,Drinks,101,27.1,0.1
Mozzarella Sticks,Golden Chick,Sides,342,25.7,20.9
Oatmeal Raisin Cookie,Golden Chick,Desserts,170,22,8
Southwest Style Pinto Beans,Golden Chick,Sides,142,23.3,1.9
Tropical Fruit Salad,Golden Chick,Sides,90,23.7,0
White Chocolate Macadamia Nut Cookie,Golden Chick,Desserts,190,23,10
White Cream Peppered Gravy,Golden Chick,Sides,54,8.2,0.6
1/3 LB** Bacon Cheese Thickburger®,Hardee's,Burgers,840,49,56
1/3 LB** Cheeseburger Thickburger®,Hardee's,Burgers,620,51,33
1/3 LB** Frisco Thickburger®,Hardee's,Burgers,930,44,64
1/3 LB** Low Carb Thickburger®,Hardee's,Burgers,470,9,36
1/3 LB** Mushroom & Swiss Thickburger®,Hardee's,Burgers,650,47,36
1/3 LB** Original Thickburger®,Hardee's,Burgers,860,52,58
2/3 LB** Double Thickburger®,Hardee's,Burgers,1150,53,78
2/3 LB** Monster Thickburger®,Hardee's,Burgers,1290,47,92
3 Piece Hand Breaded Chicken Tenders™,Hardee's,Chicken,260,13,13
5 Piece Hand Breaded Chicken Tenders™,Hardee's,Chicken,440,21,21
Apple Turnover (without Cinnamon Sugar Topping),Hardee's,Desserts,270,35,13
"Bacon, Egg & Cheese Biscuit",Hardee's,Breakfast,400,38,25
Beer Battered Onion Rings,Hardee's,Sides,410,45,24
Big Country® Breakfast Platter – Bacon*,Hardee's,Breakfast,810,74,40
Big Hot Ham ‘N’ Cheese™,Hardee's,Sandwiches,450,46,18
Big Roast Beef™,Hardee's,Sandwiches,450,44,20
Biscuit ‘N’ Gravy™,Hardee's,Breakfast,410,50,23
Charbroiled BBQ Chicken Sandwich,Hardee's,Sandwiches,380,58,6
Charbroiled Chicken Club™ Sandwich,Hardee's,Sandwiches,610,55,30
Chicken Fillet Biscuit,Hardee's,Breakfast,500,50,26
Chocolate Chip Cookie,Hardee's,Desserts,290,44,11
Chocolate Chip Cookie – Fresh Baked,Hardee's,Desserts,290,35,15
Cinnamon ‘N’ Raisin™ Biscuit,Hardee's,Breakfast,300,40,15
Cole Slaw (small = 1 serving),Hardee's,Sides,170,20,10
Country Fried Steak Biscuit,Hardee's,Breakfast,470,46,29
Country Ham Biscuit,Hardee's,Breakfast,300,38,18
Crispy Curls™ – Large,Hardee's,French Fries,480,60,23
Crispy Curls™ – Medium,Hardee's,French Fries,410,52,20
Crispy Curls™ – Small,Hardee's,French Fries,340,43,17
Double Cheeseburger,Hardee's,Burgers,480,34,29
Fish Supreme Sandwich,Hardee's,Sandwiches,630,52,38
Fried Chicken Breast,Hardee's,Chicken,370,29,15
Fried Chicken Leg,Hardee's,Chicken,170,15,7
Fried Chicken Thigh,Hardee's,Chicken,330,30,15
Fried Chicken Wing,Hardee's,Chicken,200,23,8
Frisco Breakfast Sandwich®,Hardee's,Breakfast,430,41,19
Grits,Hardee's,Breakfast,110,16,5
"Ham, Egg & Cheese Biscuit",Hardee's,Breakfast,400,38,22
Hand Breaded Chicken Fillet™ Sandwich,Hardee's,Sandwiches,680,55,37
Hand-Scooped Ice Cream Malt™†,Hardee's,Desserts,780,98,35
Hand-Scooped Ice Cream Shake™†,Hardee's,Desserts,705,86,33
Hash Rounds® – Large,Hardee's,Breakfast,530,49,35
Hash Rounds® – Medium,Hardee's,Breakfast,390,36,26
Hash Rounds® – Small,Hardee's,Breakfast,250,25,16
Hot Ham ‘N’ Cheese™,Hardee's,Sandwiches,280,29,12
Jelly Biscuit,Hardee's,Breakfast,390,46,24
Jumbo Chili Dog,Hardee's,Burgers,380,24,25
Kids Meal – Cheeseburger,Hardee's,Kid's Meals,560,59,29
Kids Meal – Chicken Tenders,Hardee's,Kid's Meals,380,36,18
Kids Meal – Hamburger,Hardee's,Kid's Meals,510,58,25
Little Thick Cheeseburger,Hardee's,Burgers,430,34,23
Little Thickburger®,Hardee's,Burgers,570,34,39
Loaded Breakfast Burrito,Hardee's,Breakfast,770,39,49
Loaded Omelet Biscuit,Hardee's,Breakfast,490,38,31
Low Carb Breakfast Bowl®,Hardee's,Breakfast,650,2,54
Low Carb Charbroiled Chicken Club™ Sandwich,Hardee's,Sandwiches,340,14,21
Made from Scratch Biscuit™,Hardee's,Breakfast,260,37,13
Mashed Potatoes (small = 1 serving),Hardee's,Sides,90,17,2
Monster Biscuit®,Hardee's,Breakfast,640,40,44
Natural-Cut French Fries – Kids,Hardee's,Kid's Meals,200,28,9
Natural-Cut French Fries – Large,Hardee's,French Fries,470,65,21
Natural-Cut French Fries – Medium,Hardee's,French Fries,430,60,19
Natural-Cut French Fries – Small,Hardee's,French Fries,320,45,14
Original Turkey Burger,Hardee's,Burgers,460,47,17
Pancakes* (3),Hardee's,Breakfast,300,55,5
Peach Cobbler (small),Hardee's,Desserts,285,56,7
Regular Roast Beef Sandwich,Hardee's,Sandwiches,300,28,14
Sausage & Egg Biscuit,Hardee's,Breakfast,470,38,32
Sausage Biscuit,Hardee's,Breakfast,410,38,27
Side Salad (no dressing),Hardee's,Sides,120,7,7
Single Scoop Ice Cream Bowl†,Hardee's,Desserts,235,27,13
Single Scoop Ice Cream Cone†,Hardee's,Desserts,285,37,13
Small Cheeseburger,Hardee's,Burgers,350,32,19
Small Hamburger,Hardee's,Burgers,310,31,15
Smoked Sausage Biscuit,Hardee's,Breakfast,510,39,36
Spicy Chicken Sandwich,Hardee's,Sandwiches,440,41,21
Sunrise Croissant® with Ham,Hardee's,Breakfast,430,27,27
The Six Dollar Thickburger®,Hardee's,Burgers,930,59,63
(3) Chocolate Chip Pancakes,IHOP,Breakfast,550,85,19
(3) CINN-A-STACK® Pancakes,IHOP,Breakfast,690,106,23
(3) Cinnamon Apple Pancakes,IHOP,Breakfast,510,86,13
(3) Double Blueberry Pancakes,IHOP,Breakfast,640,117,13
(3) Harvest Grain ‘N Nut® Pancakes,IHOP,Breakfast,700,71,39
(3) New York Cheesecake Pancakes,IHOP,Breakfast,850,118,34
(3) Original Buttermilk Pancakes,IHOP,Breakfast,490,69,18
(3) Strawberry Banana Pancakes,IHOP,Breakfast,600,109,13
(3) Strawberry Pancakes,IHOP,Breakfast,520,87,13
1/2 Double BLT Sandwich,IHOP,Sandwiches,390,21,28
1/2 Pot Roast Melt Sandwich,IHOP,Sandwiches,520,42,27
1/2 Turkey Sandwich,IHOP,Sandwiches,290,15,18
Add (1) Country Style Ham Slice,IHOP,Breakfast,160,2,4
Add (1) Portuguese Sausage Link,IHOP,Breakfast,380,2,34
Add (2) Canadian Style Bacon Slices,IHOP,Breakfast,120,2,5
Add (2) Pork Chops,IHOP,Breakfast,210,2,6
Add (2) Pork Sausage Patties,IHOP,Breakfast,300,0,27
Add (2) Smoked Sausage Links,IHOP,Breakfast,460,5,41
Add (2) Taylor Ham® Slices,IHOP,Breakfast,360,2,32
Add (3) Buttermilk Pancakes,IHOP,Breakfast,490,69,18
Add (4) Bacon Strips,IHOP,Breakfast,150,1,12
Add (4) Pork Sausage Links,IHOP,Breakfast,350,3,32
Add (4) Turkey Sausage Links,IHOP,Breakfast,200,<1,14
Add Biscuits with Country Gravy and (4) Pork Sausage Links,IHOP,Breakfast,850,60,58
Add Biscuits with Sausage Gravy & (4) Pork Sausage Links,IHOP,Breakfast,900,63,62
Add Blueberry Compote w/Whipped Topping,IHOP,Kid's Meals,100,19,2.5
Add Cinnamon Apple Compote w/Whipped Topping,IHOP,Kid's Meals,90,17,2.5
Add Corn Tortillas,IHOP,Breakfast,190,36,2.5
Add Corned Beef Hash,IHOP,Breakfast,300,18,20
Add Country/Chicken Fried Steak & Country Gravy,IHOP,Breakfast,690,60,37
Add Country/Chicken Fried Steak & Sausage Gravy,IHOP,Breakfast,800,65,45
Add Flour Tortillas,IHOP,Breakfast,280,47,6
Add Grilled Ham,IHOP,Breakfast,110,1,2.5
Add Ham Steak,IHOP,Breakfast,110,1,2.5
Add Hot Fudge,IHOP,Desserts,190,26,9
Add Hot Fudge,IHOP,Kid's Meals,190,26,9
"Add Ice Cream, Chocolate, (1) scoop",IHOP,Desserts,90,11,4
"Add Ice Cream, Chocolate, (1) scoop",IHOP,Desserts,90,11,4
"Add Ice Cream, Strawberry, (1) scoop",IHOP,Desserts,80,11,3.5
"Add Ice Cream, Strawberry, (1) scoop",IHOP,Desserts,80,11,3.5
"Add Ice Cream, Vanilla, (1) scoop",IHOP,Desserts,90,10,5
"Add Ice Cream, Vanilla, (1) scoop",IHOP,Desserts,90,10,5
Add Side of Scrapple,IHOP,Breakfast,360,22,23
Add Side of Spam®,IHOP,Breakfast,350,4,30
Add Strawberry Topping,IHOP,Desserts,70,17,0
Add Strawberry Topping,IHOP,Kid's Meals,70,17,0
Add Strawberry Topping w/Whipped Topping,IHOP,Kid's Meals,90,19,2.5
Add Top Sirloin Steak,IHOP,Breakfast,280,0,11
Add Top Sirloin Steak,IHOP,Breakfast,280,0,11
Appetizer Sampler,IHOP,Appetizers,1780,163,99
"Apple Juice, 10 fl oz",IHOP,Drinks,120,29,0
"Apple Juice, 12 fl oz (Kid’s Cup)",IHOP,Drinks,150,36,0
"Apple Juice, 16 fl oz",IHOP,Drinks,210,51,0
"Apple Juice, Carafe",IHOP,Drinks,480,116,0
"Avocado, Bacon & Cheese Omelette",IHOP,Breakfast,840,17,65
Baby Cakes,IHOP,Kid's Meals,210,25,6
Bacon & Cheddar Hash Brown Stack with Fresh Fruit,IHOP,Breakfast,770,57,49
Bacon & Cheddar Hash Brown Stack with Pancakes,IHOP,Breakfast,1020,83,61
Bacon & Cheddar Stuffed Crepes,IHOP,Breakfast,1130,43,82
Bacon Cheddar Chicken Sandwich,IHOP,Sandwiches,930,47,61
Bacon Temptation Omelette,IHOP,Breakfast,980,17,75
Bacon Wrapped Sirloin Steak & Eggs,IHOP,Breakfast,870,34,58
Bacon’N Beef™ Bacon & Egg Cheeseburger w/Bacon Patty,IHOP,Burgers,1010,50,66
Bacon’N Beef™ Bacon & Egg Cheeseburger w/Beef Patty,IHOP,Burgers,970,48,63
Bacon’N Beef™ Bacon Cheeseburger w/Bacon Patty,IHOP,Burgers,900,48,58
Bacon’N Beef™ Bacon Cheeseburger w/Beef Patty,IHOP,Burgers,860,47,55
Bacon’N Beef™ Cheeseburger w/Bacon Patty,IHOP,Burgers,830,48,53
Bacon’N Beef™ Cheeseburger w/Beef Patty,IHOP,Burgers,780,46,50
Bacon’N Beef™ Mega Mushroom Burger w/Bacon Patty,IHOP,Burgers,970,52,65
Bacon’N Beef™ Mega Mushroom Burger w/Beef Patty,IHOP,Burgers,920,50,62
Baked Potato,IHOP,Sides,340,63,7
Belgian Waffle Combo,IHOP,Breakfast,640,50,39
Belgian Waffle w/Butter,IHOP,Breakfast,420,47,23
"Belgian Waffle, Plain",IHOP,Breakfast,360,47,15
Big Country Breakfast,IHOP,Breakfast,1130,104,62
Big Country Breakfast,IHOP,Breakfast,1130,104,62
Big Steak Omelette,IHOP,Breakfast,1220,54,82
Big Two-Egg Breakfast,IHOP,Breakfast,880,80,50
Biscuits & Gravy Combo w/Country Gravy,IHOP,Breakfast,1420,99,95
Biscuits & Gravy Combo w/Sausage Gravy,IHOP,Breakfast,1530,105,103
Breakfast Sampler,IHOP,Breakfast,1180,82,74
Broccoli Cheese Soup,IHOP,Soups,340,19,23
Broccoli Cheese Soup,IHOP,Soups,340,19,23
Broccoli Cheese Soup,IHOP,Soups,340,19,23
Broccoli Cheese Soup,IHOP,Soups,340,19,23
Cheese Blintzes,IHOP,Breakfast,1000,66,69
Cheese Omelette,IHOP,Kid's Meals,520,27,35
Cheeseburger,IHOP,Kid's Meals,490,42,28
Cheesy Western Omelette with Fresh Fruit,IHOP,Breakfast,950,41,62
Cheesy Western Omelette with Pancakes,IHOP,Breakfast,1330,89,77
Chicken & Spinach Salad,IHOP,Salads,1600,72,118
Chicken & Waffles,IHOP,Entrees,1080,97,62
Chicken Clubhouse Super Stacker,IHOP,Sandwiches,1180,55,81
Chicken Fajita Omelette,IHOP,Breakfast,960,22,65
Chicken Fajita Quesadilla,IHOP,Appetizers,1070,70,59
Chicken Fajita Salad,IHOP,Salads,790,49,44
Chicken Fajita Salad w/Avocado,IHOP,Salads,870,54,52
Chicken Florentine Crepes,IHOP,Breakfast,880,48,53
Chicken Fried Chicken & Eggs w/Country Gravy,IHOP,Breakfast,1240,105,69
Chicken Fried Chicken & Eggs w/Sausage Gravy,IHOP,Breakfast,1300,107,73
Chicken Fried Chicken w/Country Gravy,IHOP,Entrees,690,74,33
Chicken Fried Chicken w/Sausage Gravy,IHOP,Entrees,750,77,37
Chicken Noodle Soup,IHOP,Soups,170,18,5
Chicken Noodle Soup,IHOP,Soups,170,18,5
Chicken Noodle Soup,IHOP,Soups,170,18,5
Chicken Noodle Soup,IHOP,Soups,170,18,5
Chicken Tortilla Soup,IHOP,Soups,190,23,7
Chicken Tortilla Soup,IHOP,Soups,190,23,7
Chicken Tortilla Soup,IHOP,Soups,190,23,7
Chicken Tortilla Soup,IHOP,Soups,190,23,7
Chocolate Chip Pancakes (4),IHOP,Breakfast,720,112,24
Chorizo & Eggs,IHOP,Breakfast,1400,111,82
CINN-A-STACK® French Toast,IHOP,Breakfast,1120,126,54
CINN-A-STACK® Pancakes (4),IHOP,Breakfast,890,138,29
Cinnamon Swirl French Toast Combo,IHOP,Breakfast,1210,102,75
Classic Skillets,IHOP,Breakfast,1460,102,97
"Coffee, Cup",IHOP,Coffee,5,1,0
"Coffee, Full Carafe",IHOP,Coffee,25,5,0
Colorado Omelette,IHOP,Breakfast,1120,24,82
Corned Beef Hash & Cheese Omelette,IHOP,Breakfast,990,30,72
Corned Beef Hash & Eggs,IHOP,Breakfast,1110,91,61
